Month_Year,grid_id,2.5,CO,NO,PM10,SO2,month,year
2011-07-01,4_1,,,,0.9727911569278512,,0.13846815343390023,-1.6975301058897692
2011-07-01,5_1,2.6622357477035448,3.379148769962937,,,,0.13846815343390023,-1.6975301058897692
2011-07-01,5_3,,0.17739619505076493,1.2836545722436026,,3.048945911324725,0.13846815343390023,-1.6975301058897692
2011-07-01,5_6,,0.7253471390793581,1.2969980232882266,,,0.13846815343390023,-1.6975301058897692
2011-07-01,5_7,,,0.6685021407515884,,,0.13846815343390023,-1.6975301058897692
2011-07-01,6_4,2.7707035195508594,,,,,0.13846815343390023,-1.6975301058897692
2011-07-01,7_0,,0.7414633433154931,1.8651583011013482,,,0.13846815343390023,-1.6975301058897692
2011-08-01,10_2,1.3874328755880665,-0.7089950379366651,-1.1717338033156883,-0.4458877935487262,0.19205915965859158,0.42808416633935226,-1.6975301058897692
2011-08-01,1_-2,,,,,2.7262996710301595,0.42808416633935226,-1.6975301058897692
2011-08-01,1_4,1.8397179207962084,,,,,0.42808416633935226,-1.6975301058897692
2011-08-01,1_9,0.9408840068562337,,,0.13260880394350935,,0.42808416633935226,-1.6975301058897692
2011-08-01,3_4,1.1825516157929248,,0.35324860607121106,,1.0872232866960514,0.42808416633935226,-1.6975301058897692
2011-08-01,4_1,,,,1.375774547952015,,0.42808416633935226,-1.6975301058897692
2011-08-01,5_1,1.6786061815050808,3.2878236126248384,,,,0.42808416633935226,-1.6975301058897692
2011-08-01,5_3,,0.7575795475516283,1.407613298614675,,2.7262996710301595,0.42808416633935226,-1.6975301058897692
2011-08-01,5_6,,0.09681517387008953,1.336565937980099,,,0.42808416633935226,-1.6975301058897692
2011-08-01,5_7,,,0.3969919194957611,,,0.42808416633935226,-1.6975301058897692
2011-08-01,6_4,1.8652743882130025,,,,,0.42808416633935226,-1.6975301058897692
2011-08-01,7_0,,0.5319526882457372,1.1637568961904596,,,0.42808416633935226,-1.6975301058897692
2011-09-01,10_2,-0.22516778492463504,-0.5344028253785349,-1.932800417342055,-1.4633574937163403,0.3424878899722427,0.7177001792448043,-1.6975301058897692
2011-09-01,1_-2,,,,,2.2212007400385625,0.7177001792448043,-1.6975301058897692
2011-09-01,1_4,0.0653688972873428,,,,,0.7177001792448043,-1.6975301058897692
2011-09-01,1_9,0.8233007023911297,,,-0.2848211614758606,,0.7177001792448043,-1.6975301058897692
2011-09-01,3_4,0.10789142290520194,,-0.6546911906155474,,1.171800862836832,0.7177001792448043,-1.6975301058897692
2011-09-01,4_1,,,,0.0805251015186882,,0.7177001792448043,-1.6975301058897692
2011-09-01,5_1,0.3413787453887221,2.3799441073225607,,,,0.7177001792448043,-1.6975301058897692
2011-09-01,5_3,,0.6646427697899161,0.08827474199376444,,2.2212007400385625,0.7177001792448043,-1.6975301058897692
2011-09-01,5_6,,1.2641655673741417,0.8364362405653782,,,0.7177001792448043,-1.6975301058897692
2011-09-01,5_7,,,-0.46765081597264335,,,0.7177001792448043,-1.6975301058897692
2011-09-01,6_4,0.6814623082279211,,,,,0.7177001792448043,-1.6975301058897692
2011-09-01,7_0,,0.8977905244060038,0.21296832508903304,,,0.7177001792448043,-1.6975301058897692
2011-10-01,10_2,-1.2145407157904813,-0.14492788967193665,-0.352175172487912,-0.37910406805509905,0.8094137300292535,1.0073161921502563,-1.6975301058897692
2011-10-01,1_-2,,,,,3.6060299338083524,1.0073161921502563,-1.6975301058897692
2011-10-01,1_4,0.017780992442277824,,,,,1.0073161921502563,-1.6975301058897692
2011-10-01,1_9,1.0595979200181167,,,-0.10760421670192191,,1.0073161921502563,-1.6975301058897692
2011-10-01,3_4,1.1421106124081075,,1.0154318679118128,,1.013140738251572,1.0073161921502563,-1.6975301058897692
2011-10-01,4_1,,,,0.8929548247438189,,1.0073161921502563,-1.6975301058897692
2011-10-01,5_1,0.4640497889893346,3.7713097397088906,,,,1.0073161921502563,-1.6975301058897692
2011-10-01,5_3,,0.7736957517877633,1.1210191761779684,,3.6060299338083524,1.0073161921502563,-1.6975301058897692
2011-10-01,5_6,,1.257181878871816,2.4333185789144696,,,1.0073161921502563,-1.6975301058897692
2011-10-01,6_4,0.8101573762910639,,,,,1.0073161921502563,-1.6975301058897692
2011-10-01,7_0,,1.9501786610256253,0.9701801643691751,,,1.0073161921502563,-1.6975301058897692
2011-11-01,10_2,-0.4333043576857374,-0.8674710462586602,-0.9768162802783257,-1.103903912382994,0.45093650950068914,1.2969322050557084,-1.6975301058897692
2011-11-01,1_-2,,,,,1.5980561321063935,1.2969322050557084,-1.6975301058897692
2011-11-01,1_4,0.4574025895824055,,,,,1.2969322050557084,-1.6975301058897692
2011-11-01,1_9,0.7882518327909547,,,-0.7719495121352588,,1.2969322050557084,-1.6975301058897692
2011-11-01,3_4,1.0026955744236046,,-0.48439208407339707,,0.39990186501671443,1.2969322050557084,-1.6975301058897692
2011-11-01,4_1,,,,0.11588119148590267,,1.2969322050557084,-1.6975301058897692
2011-11-01,5_1,0.44833822675477375,1.730461076606317,,,,1.2969322050557084,-1.6975301058897692
2011-11-01,5_3,,-0.15137437136639104,-0.5611710032940948,,1.5980561321063935,1.2969322050557084,-1.6975301058897692
2011-11-01,5_6,,0.8811371133619976,0.6026357722617488,,,1.2969322050557084,-1.6975301058897692
2011-11-01,6_4,0.8671117893913489,,,,,1.2969322050557084,-1.6975301058897692
2011-11-01,7_0,,1.164245101110104,0.5247022828272057,,,1.2969322050557084,-1.6975301058897692
2011-12-01,10_2,-0.3754133804587608,-0.8379246718257459,-0.23653193010117055,-1.6990647601644362,0.6118602675106417,1.5865482179611603,-1.6975301058897692
2011-12-01,1_-2,,,,,4.260425778401254,1.5865482179611603,-1.6975301058897692
2011-12-01,1_4,0.2328403104978569,,,,,1.5865482179611603,-1.6975301058897692
2011-12-01,1_9,1.6050156690093216,,,-0.8254271822648804,,1.5865482179611603,-1.6975301058897692
2011-12-01,3_4,1.169071281331319,,0.05006219233553669,,0.9699259183256255,1.5865482179611603,-1.6975301058897692
2011-12-01,4_1,,,,-0.4829898632674078,,1.5865482179611603,-1.6975301058897692
2011-12-01,5_1,0.33459509320804265,0.04846656116168429,,,,1.5865482179611603,-1.6975301058897692
2011-12-01,5_3,,0.5480688924818722,-0.2214480289202911,,4.260425778401254,1.5865482179611603,-1.6975301058897692
2011-12-01,5_6,,0.5641850967180073,0.5578868654251404,,,1.5865482179611603,-1.6975301058897692
2011-12-01,7_0,,0.41913925859279155,0.5076071948222092,,,1.5865482179611603,-1.6975301058897692
2012-01-01,10_2,0.4878329505037395,-0.4511357701585036,0.14056559942081226,-1.1333673206890058,0.5007364448439224,-1.5992279239988119,-1.4436206317985047
2012-01-01,1_-2,,,,,4.612317883512531,-1.5992279239988119,-1.4436206317985047
2012-01-01,1_4,-0.17841860295581038,,,,,-1.5992279239988119,-1.4436206317985047
2012-01-01,1_9,1.835478138183284,,,0.8380025441496145,,-1.5992279239988119,-1.4436206317985047
2012-01-01,3_4,0.9544762511153148,,1.1863827479617792,,1.6984043113630065,-1.5992279239988119,-1.4436206317985047
2012-01-01,4_1,,,,0.13159500924910902,,-1.5992279239988119,-1.4436206317985047
2012-01-01,5_1,0.4872272672733217,,,,,-1.5992279239988119,-1.4436206317985047
2012-01-01,5_3,,2.1435731118592463,1.0003479667309338,,4.612317883512531,-1.5992279239988119,-1.4436206317985047
2012-01-01,5_6,,1.3055304915802217,1.2668302209264688,,,-1.5992279239988119,-1.4436206317985047
2012-01-01,6_4,0.7882518327909547,,,,,-1.5992279239988119,-1.4436206317985047
2012-01-01,7_0,,1.4989249424138427,1.6501693647301945,,,-1.5992279239988119,-1.4436206317985047
2012-02-01,10_2,0.9014304742081872,-0.7956891021034608,0.13907583140294813,-1.416216040426721,-0.10384527234665684,-1.30961191109336,-1.4436206317985047
2012-02-01,1_-2,,,,,5.182200016230553,-1.30961191109336,-1.4436206317985047
2012-02-01,1_4,1.0785002841674052,,,,,-1.30961191109336,-1.4436206317985047
2012-02-01,1_9,1.0135659945063664,,,-0.27117495131307623,,-1.30961191109336,-1.4436206317985047
2012-02-01,3_4,1.3718155116338702,,0.8278366831105324,,0.496691708003563,-1.30961191109336,-1.4436206317985047
2012-02-01,5_1,0.257986607374512,1.6212887153178317,,,,-1.30961191109336,-1.4436206317985047
2012-02-01,5_3,,0.9615328908158207,0.5161027253723598,,5.182200016230553,-1.30961191109336,-1.4436206317985047
2012-02-01,5_6,,0.7031178918571032,1.0589497897095228,,,-1.30961191109336,-1.4436206317985047
2012-02-01,6_4,2.119013600422604,,,,,-1.30961191109336,-1.4436206317985047
2012-02-01,7_0,,1.04767122380206,2.254825748274064,,,-1.30961191109336,-1.4436206317985047
2012-03-01,10_2,0.4789971010247038,-1.047435326895502,-1.6515904096324117,-0.661952787792814,0.2044062510660048,-1.0199958981879078,-1.4436206317985047
2012-03-01,1_-2,,,,,5.1494163597350076,-1.0199958981879078,-1.4436206317985047
2012-03-01,1_4,0.621769702190123,,,,,-1.0199958981879078,-1.4436206317985047
2012-03-01,1_9,0.6186605282739784,,,0.5431956551756765,,-1.0199958981879078,-1.4436206317985047
2012-03-01,3_4,0.10075477524905771,,-0.34714720542761907,,0.34022425654755034,-1.0199958981879078,-1.4436206317985047
2012-03-01,5_1,0.5117887665481937,1.7245518017197343,,,,-1.0199958981879078,-1.4436206317985047
2012-03-01,5_3,,0.3224420331759811,0.0538765121743798,,5.1494163597350076,-1.0199958981879078,-1.4436206317985047
2012-03-01,5_6,,0.515836484009602,0.6735301078118814,,,-1.0199958981879078,-1.4436206317985047
2012-03-01,6_4,0.9269869416249814,,,,,-1.0199958981879078,-1.4436206317985047
2012-03-01,7_0,,0.6447661178986827,1.0223220449944375,,,-1.0199958981879078,-1.4436206317985047
2012-04-01,10_2,-1.3146803432195526,-1.1672324450507727,-1.449612782847887,-0.9565868708529339,-0.18699654654899492,-0.7303798852824558,-1.4436206317985047
2012-04-01,1_-2,,,,,0.09436550659291837,-0.7303798852824558,-1.4436206317985047
2012-04-01,1_4,0.24499435398824035,,,,,-0.7303798852824558,-1.4436206317985047
2012-04-01,1_9,-0.9741487124451236,,,0.041105093164437514,,-0.7303798852824558,-1.4436206317985047
2012-04-01,3_4,-0.06952313373964708,,0.32875522367749727,,-0.24441052159346655,-0.7303798852824558,-1.4436206317985047
2012-04-01,5_1,-0.1361621029136639,1.1309382790220917,,,,-0.7303798852824558,-1.4436206317985047
2012-04-01,5_3,,-0.01814708301434097,0.4207909635811485,,0.09436550659291837,-0.7303798852824558,-1.4436206317985047
2012-04-01,5_6,,-0.001493671970334323,1.0078899173213733,,,-0.7303798852824558,-1.4436206317985047
2012-04-01,6_4,-0.36460562798623425,,,,,-0.7303798852824558,-1.4436206317985047
2012-04-01,7_0,,0.21500067160174677,1.397557364494089,,,-0.7303798852824558,-1.4436206317985047
2012-05-01,10_2,-0.21940316821407976,-0.9185056930064214,-1.3979923210288778,-0.661952787792814,-0.3018244966379381,-0.4407638723770038,-1.4436206317985047
2012-05-01,1_-2,,,,,2.081164144992817,-0.4407638723770038,-1.4436206317985047
2012-05-01,1_4,1.5302137900527268,,,,,-0.4407638723770038,-1.4436206317985047
2012-05-01,1_9,0.33420965842504985,,,0.8169202226637876,,-0.4407638723770038,-1.4436206317985047
2012-05-01,3_4,1.185837447317941,,0.23106900650608836,,0.031546971362219435,-0.4407638723770038,-1.4436206317985047
2012-05-01,5_1,1.140153789663681,1.547273555122248,,,,-0.4407638723770038,-1.4436206317985047
2012-05-01,5_3,,0.8703929772045742,0.542802964244261,,2.081164144992817,-0.4407638723770038,-1.4436206317985047
2012-05-01,5_6,,0.5319526882457372,2.0863888517542453,,,-0.4407638723770038,-1.4436206317985047
2012-05-01,6_4,0.8831758546247622,,,,,-0.4407638723770038,-1.4436206317985047
2012-05-01,7_0,,0.838160568732304,1.891136130912862,,,-0.4407638723770038,-1.4436206317985047
2012-06-01,10_2,1.2000760505930124,-0.9507381014786915,-1.4080482551494642,-1.015513687464958,-0.11044457982303287,-0.1511478594715518,-1.4436206317985047
2012-06-01,1_-2,,,,,2.0712864718668866,-0.1511478594715518,-1.4436206317985047
2012-06-01,1_4,1.4862077705185799,,,,,-0.1511478594715518,-1.4436206317985047
2012-06-01,1_9,2.7334640956006737,,,1.3062028870487872,,-0.1511478594715518,-1.4436206317985047
2012-06-01,3_4,1.2446173223765682,,-0.4416729861611293,,0.009167868186282895,-0.1511478594715518,-1.4436206317985047
2012-06-01,5_1,1.3746463818708075,,,,,-0.1511478594715518,-1.4436206317985047
2012-06-01,5_3,,-0.001493671970334323,-0.6598867565778499,,2.0712864718668866,-0.1511478594715518,-1.4436206317985047
2012-06-01,5_6,,0.7479098250099475,1.8287893393652277,,,-0.1511478594715518,-1.4436206317985047
2012-06-01,6_4,1.0627154072335023,,,,,-0.1511478594715518,-1.4436206317985047
2012-06-01,7_0,,0.9310973464940162,0.9039785980753162,,,-0.1511478594715518,-1.4436206317985047
2012-07-01,10_2,2.311064787833046,-0.7895760591173405,-1.6544186411038266,-0.4733869746343371,-0.04870912278596672,0.13846815343390023,-1.4436206317985047
2012-07-01,1_-2,,,,,1.6276615499385656,0.13846815343390023,-1.4436206317985047
2012-07-01,1_4,0.6296254833074039,,,,,0.13846815343390023,-1.4436206317985047
2012-07-01,1_9,2.1449822689267655,,,2.0172531408338763,,0.13846815343390023,-1.4436206317985047
2012-07-01,3_4,2.2960834103818217,,1.675891255331743,,0.19713028648663616,0.13846815343390023,-1.4436206317985047
2012-07-01,5_1,1.6786061815050808,1.6524529932949195,,,,0.13846815343390023,-1.4436206317985047
2012-07-01,5_3,,-0.7251112421728002,-2.380873192228934,,1.6276615499385656,0.13846815343390023,-1.4436206317985047
2012-07-01,5_6,,0.6769985263709528,2.2808035780855778,,,0.13846815343390023,-1.4436206317985047
2012-07-01,6_4,2.1542189381906374,,,,,0.13846815343390023,-1.4436206317985047
2012-07-01,7_0,,0.7898119560238984,1.0606835714544507,,,0.13846815343390023,-1.4436206317985047
2012-08-01,10_2,1.0088719494706286,-0.49276929776851935,-0.8650278126378087,-0.07268462167257422,0.37109198506608354,0.42808416633935226,-1.4436206317985047
2012-08-01,1_-2,,,,,0.5408644919180156,0.42808416633935226,-1.4436206317985047
2012-08-01,1_4,0.5838000934565996,,,,,0.42808416633935226,-1.4436206317985047
2012-08-01,1_9,1.508506103074553,,,1.3719728178480135,,0.42808416633935226,-1.4436206317985047
2012-08-01,3_4,1.442132306269222,,2.272423632985089,,0.17971206825117836,0.42808416633935226,-1.4436206317985047
2012-08-01,5_1,1.5859157616225266,0.693114730607088,,,,0.42808416633935226,-1.4436206317985047
2012-08-01,5_3,,-0.7895760591173405,-1.8957610599978956,,0.5408644919180156,0.42808416633935226,-1.4436206317985047
2012-08-01,5_6,,0.03235035692554921,2.4031507765527107,,,0.42808416633935226,-1.4436206317985047
2012-08-01,6_4,1.4527199856276083,,,,,0.42808416633935226,-1.4436206317985047
2012-08-01,7_0,,0.7898119560238984,2.2171159953218655,,,0.42808416633935226,-1.4436206317985047
2012-09-01,10_2,0.12070921770867164,,-0.9612295823914169,-0.8269478743064812,-0.5761357107393021,0.7177001792448043,-1.4436206317985047
2012-09-01,1_-2,,,,,0.2762209663948368,0.7177001792448043,-1.4436206317985047
2012-09-01,1_4,1.0116883764920714,,,,,0.7177001792448043,-1.4436206317985047
2012-09-01,1_9,0.13984774518771537,,,0.9726258643146337,,0.7177001792448043,-1.4436206317985047
2012-09-01,3_4,0.7242202440983269,,-0.3793261946134945,,-0.2944637306065956,0.7177001792448043,-1.4436206317985047
2012-09-01,5_1,0.9722583981918739,0.6432312413047653,,,,0.7177001792448043,-1.4436206317985047
2012-09-01,5_3,,0.231654082645753,0.7321252623991442,,0.2762209663948368,0.7177001792448043,-1.4436206317985047
2012-09-01,5_6,,0.6146825366578974,1.7768336797421986,,,0.7177001792448043,-1.4436206317985047
2012-09-01,6_4,0.5203301853665389,,,,,0.7177001792448043,-1.4436206317985047
2012-09-01,7_0,,0.8977905244060038,1.4079484964186955,,,0.7177001792448043,-1.4436206317985047
2012-10-01,10_2,-0.8927104000069181,,-1.1918456715568608,-0.8269478743064812,-0.38825413648983076,1.0073161921502563,-1.4436206317985047
2012-10-01,1_-2,,,,,0.25070784384380435,1.0073161921502563,-1.4436206317985047
2012-10-01,1_4,-1.395236212865116,,,,,1.0073161921502563,-1.4436206317985047
2012-10-01,1_9,-1.297155908419465,,,0.31509184893558345,,1.0073161921502563,-1.4436206317985047
2012-10-01,3_4,0.05153381718201012,,-1.5180720049394076,,-0.0402719436575677,1.0073161921502563,-1.4436206317985047
2012-10-01,5_1,-0.44450151176692904,,,,,1.0073161921502563,-1.4436206317985047
2012-10-01,5_3,,-0.33832234050555804,0.16137098035995665,,0.25070784384380435,1.0073161921502563,-1.4436206317985047
2012-10-01,5_6,,0.7414633433154931,1.776091456033299,,,1.0073161921502563,-1.4436206317985047
2012-10-01,6_4,-0.8838713210507333,,,,,1.0073161921502563,-1.4436206317985047
2012-10-01,7_0,,0.9832064068575198,0.12464370372988416,,,1.0073161921502563,-1.4436206317985047
2012-11-01,10_2,0.6141027619650842,-0.13888431308338617,0.11425257180527845,0.25730555135476013,0.13196998147584707,1.2969322050557084,-1.4436206317985047
2012-11-01,1_-2,,,,,1.9720284133154269,1.2969322050557084,-1.4436206317985047
2012-11-01,1_4,0.8821327335057096,,,,,1.2969322050557084,-1.4436206317985047
2012-11-01,1_9,0.9678772894918523,,,1.2512045248775645,,1.2969322050557084,-1.4436206317985047
2012-11-01,3_4,1.8660045729963401,,-0.5611710032940948,,0.19576328708081542,1.2969322050557084,-1.4436206317985047
2012-11-01,5_1,1.226362702793144,1.2641655673741417,,,,1.2969322050557084,-1.4436206317985047
2012-11-01,5_3,,0.9644041685820286,2.679130301862132,,1.9720284133154269,1.2969322050557084,-1.4436206317985047
2012-11-01,5_6,,1.2142053342421226,,,,1.2969322050557084,-1.4436206317985047
2012-11-01,6_4,1.426641957651287,,,,,1.2969322050557084,-1.4436206317985047
2012-11-01,7_0,,1.9802622422664111,0.7273293553570185,,,1.2969322050557084,-1.4436206317985047
2012-12-01,10_2,0.07780177332794572,-0.4511357701585036,-0.6086014925628603,-0.1610748465906102,-0.270956768119405,1.5865482179611603,-1.4436206317985047
2012-12-01,1_-2,,,,,0.7044634530662409,1.5865482179611603,-1.4436206317985047
2012-12-01,1_4,0.898486180726989,,,,,1.5865482179611603,-1.4436206317985047
2012-12-01,1_9,1.3055053115677329,,,-0.15252095385660652,,1.5865482179611603,-1.4436206317985047
2012-12-01,3_4,0.48157422378942205,,0.32157241359136446,,-0.17835358256380562,1.5865482179611603,-1.4436206317985047
2012-12-01,5_1,0.32611552798219406,0.5672843667634178,,,,1.5865482179611603,-1.4436206317985047
2012-12-01,5_3,,0.43525546282892663,,,0.7044634530662409,1.5865482179611603,-1.4436206317985047
2012-12-01,5_6,,0.49972027977346695,0.6701781297716868,,,1.5865482179611603,-1.4436206317985047
2012-12-01,6_4,0.5582436260398055,,,,,1.5865482179611603,-1.4436206317985047
2012-12-01,7_0,,0.7736957517877633,-0.19128022655853277,,,1.5865482179611603,-1.4436206317985047
2013-01-01,10_2,0.17489661478789037,-1.0275999986048743,-0.09574885241296369,-0.8583755098328939,-0.34647981056141597,-1.5992279239988119,-1.1897111577072403
2013-01-01,1_-2,,,,,0.48530258058465603,-1.5992279239988119,-1.1897111577072403
2013-01-01,1_4,0.44214424548922543,,,,,-1.5992279239988119,-1.1897111577072403
2013-01-01,1_9,0.07172857120672924,,,1.5050333714880682,,-1.5992279239988119,-1.1897111577072403
2013-01-01,3_4,-0.05914682366064757,,0.2712927429884332,,-0.011667848563726865,-1.5992279239988119,-1.1897111577072403
2013-01-01,5_1,-0.2547346899884504,,,,,-1.5992279239988119,-1.1897111577072403
2013-01-01,5_3,,,0.17288824480841097,,0.48530258058465603,-1.5992279239988119,-1.1897111577072403
2013-01-01,5_6,,,1.191410715022072,,,-1.5992279239988119,-1.1897111577072403
2013-01-01,6_4,0.39030112587229954,,,,,-1.5992279239988119,-1.1897111577072403
2013-01-01,7_0,,,0.7841453831383298,,,-1.5992279239988119,-1.1897111577072403
